label;usage_split;attribution;application;filename
6200-6233 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
6200-6233 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
6200-6233 kHz;S;MARITIME MOBILE;Maritime communications;
6233-6261 kHz;M;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
6233-6261 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
6233-6261 kHz;M;MARITIME MOBILE;Maritime military systems;
6261-6525 kHz;S;MARITIME MOBILE;Eurobalise (Balise up-link);B13-01-2-1
6261-6525 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
6261-6525 kHz;S;MARITIME MOBILE;Maritime communications;
6525-6685 kHz;C;AERONAUTICAL MOBILE (R);Eurobalise (Balise up-link);B13-01-2-1
6525-6685 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
6525-6685 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
6685-6765 kHz;M;AERONAUTICAL MOBILE (OR);Eurobalise (Balise up-link);B13-01-2-1
6685-6765 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
6685-6765 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
6765-7000 kHz;S;FIXED;Eurobalise (Balise up-link);B13-01-2-1
6765-7000 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
6765-7000 kHz;S;FIXED;Point-to-Point;
6765-7000 kHz;S;FIXED;Inductive applications (6765-6795 kHz);B06-18-3-1
6765-7000 kHz;S;FIXED;ISM (6765-6795 kHz);
6765-7000 kHz;S;FIXED;Non-specific Short Range Devices (6765-6795 kHz);B01-01-3-1
7000-7100 kHz;C;AMATEUR;Eurobalise (Balise up-link);B13-01-2-1
7000-7100 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
7000-7100 kHz;C;AMATEUR;Amateur;D02-07-1-1
7000-7100 kHz;C;AMATEUR;Amateur-satellite;
7000-7100 kHz;C;AMATEUR-SATELLITE;Eurobalise (Balise up-link);B13-01-2-1
7000-7100 kHz;C;AMATEUR-SATELLITE;Inductive applications (5000-30000 kHz);B06-17-3-1
7000-7100 kHz;C;AMATEUR-SATELLITE;Amateur;D02-07-1-1
7000-7100 kHz;C;AMATEUR-SATELLITE;Amateur-satellite;
7100-7200 kHz;C;Amateur;Eurobalise (Balise up-link);B13-01-2-1
7100-7200 kHz;C;Amateur;Inductive applications (5000-30000 kHz);B06-17-3-1
7100-7200 kHz;C;Amateur;Amateur;D02-07-1-1
7200-7300 kHz;C;BROADCASTING;Eurobalise (Balise up-link);B13-01-2-1
7200-7300 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
7200-7300 kHz;C;BROADCASTING;AM sound analogue;
7300-7350 kHz;C;Not allocated;Eurobalise (Balise up-link);B13-01-2-1
7300-7350 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
7300-7350 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
7350-8195 kHz;S;FIXED;Eurobalise (984-7484 kHz) (Balise up-link);B13-01-2-1
7350-8195 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
7350-8195 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
7350-8195 kHz;S;FIXED;Point-to-Point;
7350-8195 kHz;S;FIXED;Inductive applications (7400-8800 kHz);B06-19-3-1
8195-8300 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
8195-8300 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
8195-8300 kHz;S;MARITIME MOBILE;Inductive applications;B06-19-3-1
8195-8300 kHz;S;MARITIME MOBILE;Maritime communications;
8300-8340 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
8300-8340 kHz;M;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
8300-8340 kHz;M;MARITIME MOBILE;Inductive applications;B06-19-3-1
8300-8340 kHz;M;MARITIME MOBILE;Maritime military systems;
8340-8815 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
8340-8815 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
8340-8815 kHz;S;MARITIME MOBILE;Inductive applications (7400-8800 kHz);B06-19-3-1
8340-8815 kHz;S;MARITIME MOBILE;Maritime communications;
8815-8965 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
8815-8965 kHz;C;AERONAUTICAL MOBILE (R);Euroloop (Loop up-link);B13-02-2-1
8815-8965 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
8965-9040 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
8965-9040 kHz;M;AERONAUTICAL MOBILE (OR);Euroloop (Loop up-link);B13-02-2-1
8965-9040 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
9040-9400 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
9040-9400 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
9040-9400 kHz;S;FIXED;Point-to-Point;
9400-9500 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
9400-9500 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
9500-9900 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
9500-9900 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
9500-9900 kHz;C;BROADCASTING;AM sound analogue;
9900-9995 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
9900-9995 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
9900-9995 kHz;S;FIXED;Point-to-Point;
9995-10005 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
9995-10005 kHz;S;Not allocated;Euroloop (Loop up-link);B13-02-2-1
10005-10100 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
10005-10100 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
10100-10150 kHz;S;Amateur;Inductive applications (5000-30000 kHz);B06-17-3-1
10100-10150 kHz;S;Amateur;Euroloop (Loop up-link);B13-02-2-1
10100-10150 kHz;S;Amateur;Amateur;D02-08-1-1
10150-11175 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
10150-11175 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
10150-11175 kHz;S;FIXED;Defence systems;
10150-11175 kHz;S;FIXED;Point-to-Point;
10150-11175 kHz;S;FIXED;Inductive applications (10200-11000 kHz);B06-20-3-1
11175-11275 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
11175-11275 kHz;M;AERONAUTICAL MOBILE (OR);Euroloop (Loop up-link);B13-02-2-1
11175-11275 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
11275-11400 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
11275-11400 kHz;C;AERONAUTICAL MOBILE (R);Euroloop (Loop up-link);B13-02-2-1
11275-11400 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
11400-11600 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
11400-11600 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
11400-11600 kHz;S;FIXED;Point-to-Point;
11600-11650 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
11600-11650 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
11650-12050 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
11650-12050 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
11650-12050 kHz;C;BROADCASTING;AM sound analogue;
12050-12100 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
12050-12100 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
12100-12230 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
12100-12230 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
12100-12230 kHz;S;FIXED;Point-to-Point;
12230-12368 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
12230-12368 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
12230-12368 kHz;S;MARITIME MOBILE;Maritime communications;
12368-12420 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
12368-12420 kHz;M;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
12368-12420 kHz;M;MARITIME MOBILE;Maritime military systems;
12420-13200 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
12420-13200 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
12420-13200 kHz;S;MARITIME MOBILE;Maritime communications;
12420-13200 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices (12500-20000 kHz);B14-03-1-1
13200-13260 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
13200-13260 kHz;M;AERONAUTICAL MOBILE (OR);Euroloop (Loop up-link);B13-02-2-1
13200-13260 kHz;M;AERONAUTICAL MOBILE (OR);Ultra Low Power Animal Implantable Devices;B14-03-1-1
13200-13260 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
13260-13360 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
13260-13360 kHz;C;AERONAUTICAL MOBILE (R);Euroloop (Loop up-link);B13-02-2-1
13260-13360 kHz;C;AERONAUTICAL MOBILE (R);Ultra Low Power Animal Implantable Devices;B14-03-1-1
13260-13360 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
13360-13570 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
13360-13570 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
13360-13570 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
13360-13570 kHz;S;FIXED;Defence systems;
13360-13570 kHz;S;FIXED;Point-to-Point;
13360-13570 kHz;S;FIXED;Inductive applications (13553-13567 kHz);B06-22-3-1
13360-13570 kHz;S;FIXED;Inductive applications (13553-13567 kHz);B06-21-3-1
13360-13570 kHz;S;FIXED;ISM (13553-13567 kHz);
13360-13570 kHz;S;FIXED;Non-specific Short Range Devices (13553-13567 kHz);B01-02-3-1
13570-13600 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
13570-13600 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
13570-13600 kHz;C;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
13600-13800 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
13600-13800 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
13600-13800 kHz;C;BROADCASTING;Ultra Low Power Animal Implantable Devices;B14-03-1-1
13600-13800 kHz;C;BROADCASTING;AM sound analogue;
13800-13870 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
13800-13870 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
13800-13870 kHz;C;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
13870-14000 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
13870-14000 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
13870-14000 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
13870-14000 kHz;S;FIXED;Defence systems;
13870-14000 kHz;S;FIXED;Point-to-Point;
14000-14250 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
14000-14250 kHz;C;AMATEUR;Euroloop (Loop up-link);B13-02-2-1
14000-14250 kHz;C;AMATEUR;Ultra Low Power Animal Implantable Devices;B14-03-1-1
14000-14250 kHz;C;AMATEUR;Amateur;D02-09-1-1
14000-14250 kHz;C;AMATEUR;Amateur-satellite;
14000-14250 kHz;C;AMATEUR-SATELLITE;Inductive applications (5000-30000 kHz);B06-17-3-1
14000-14250 kHz;C;AMATEUR-SATELLITE;Euroloop (Loop up-link);B13-02-2-1
14000-14250 kHz;C;AMATEUR-SATELLITE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
14000-14250 kHz;C;AMATEUR-SATELLITE;Amateur;D02-09-1-1
14000-14250 kHz;C;AMATEUR-SATELLITE;Amateur-satellite;
14250-14350 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
14250-14350 kHz;C;AMATEUR;Euroloop (Loop up-link);B13-02-2-1
14250-14350 kHz;C;AMATEUR;Ultra Low Power Animal Implantable Devices;B14-03-1-1
14250-14350 kHz;C;AMATEUR;Amateur;D02-09-1-1
14350-14990 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
14350-14990 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
14350-14990 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
14350-14990 kHz;S;FIXED;Defence systems;
14350-14990 kHz;S;FIXED;Point-to-Point;
14990-15010 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
14990-15010 kHz;S;Not allocated;Euroloop (Loop up-link);B13-02-2-1
14990-15010 kHz;S;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
15010-15100 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
15010-15100 kHz;M;AERONAUTICAL MOBILE (OR);Euroloop (Loop up-link);B13-02-2-1
15010-15100 kHz;M;AERONAUTICAL MOBILE (OR);Ultra Low Power Animal Implantable Devices;B14-03-1-1
15010-15100 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
15100-15600 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
15100-15600 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
15100-15600 kHz;C;BROADCASTING;Ultra Low Power Animal Implantable Devices;B14-03-1-1
15100-15600 kHz;C;BROADCASTING;AM sound analogue;
15600-15800 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
15600-15800 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
15600-15800 kHz;C;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
15800-16360 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
15800-16360 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
15800-16360 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
15800-16360 kHz;S;FIXED;Point-to-Point;
16360-16549 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
16360-16549 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
16360-16549 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
16360-16549 kHz;S;MARITIME MOBILE;Maritime communications;
16549-16617 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
16549-16617 kHz;M;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
16549-16617 kHz;M;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
16549-16617 kHz;M;MARITIME MOBILE;Maritime military systems;
16617-17410 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
16617-17410 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
16617-17410 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
16617-17410 kHz;S;MARITIME MOBILE;Maritime communications;
17410-17480 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
17410-17480 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
17410-17480 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
17410-17480 kHz;S;FIXED;Point-to-Point;
17480-17550 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
17480-17550 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
17480-17550 kHz;C;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
17550-17900 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
17550-17900 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
17550-17900 kHz;C;BROADCASTING;Ultra Low Power Animal Implantable Devices;B14-03-1-1
17550-17900 kHz;C;BROADCASTING;AM sound analogue;
17900-17970 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
17900-17970 kHz;C;AERONAUTICAL MOBILE (R);Euroloop (Loop up-link);B13-02-2-1
17900-17970 kHz;C;AERONAUTICAL MOBILE (R);Ultra Low Power Animal Implantable Devices;B14-03-1-1
17900-17970 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
17970-18030 kHz;M;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
17970-18030 kHz;M;AERONAUTICAL MOBILE (OR);Euroloop (Loop up-link);B13-02-2-1
17970-18030 kHz;M;AERONAUTICAL MOBILE (OR);Ultra Low Power Animal Implantable Devices;B14-03-1-1
17970-18030 kHz;M;AERONAUTICAL MOBILE (OR);Aeronautical military systems;
18030-18052 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
18030-18052 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
18030-18052 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18030-18052 kHz;S;FIXED;Point-to-Point;
18052-18068 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
18052-18068 kHz;S;Not allocated;Euroloop (Loop up-link);B13-02-2-1
18052-18068 kHz;S;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18068-18168 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
18068-18168 kHz;C;AMATEUR;Euroloop (Loop up-link);B13-02-2-1
18068-18168 kHz;C;AMATEUR;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18068-18168 kHz;C;AMATEUR;Amateur;D02-10-1-1
18068-18168 kHz;C;AMATEUR;Amateur-satellite;
18068-18168 kHz;C;AMATEUR-SATELLITE;Inductive applications (5000-30000 kHz);B06-17-3-1
18068-18168 kHz;C;AMATEUR-SATELLITE;Euroloop (Loop up-link);B13-02-2-1
18068-18168 kHz;C;AMATEUR-SATELLITE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18068-18168 kHz;C;AMATEUR-SATELLITE;Amateur;D02-10-1-1
18068-18168 kHz;C;AMATEUR-SATELLITE;Amateur-satellite;
18168-18780 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
18168-18780 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
18168-18780 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18168-18780 kHz;S;FIXED;Defence systems;
18168-18780 kHz;S;FIXED;Point-to-Point;
18780-18846 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
18780-18846 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
18780-18846 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18780-18846 kHz;S;MARITIME MOBILE;Maritime communications;
18846-18870 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
18846-18870 kHz;M;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
18846-18870 kHz;M;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18846-18870 kHz;M;MARITIME MOBILE;Maritime military systems;
18870-18900 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
18870-18900 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
18870-18900 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
18870-18900 kHz;S;MARITIME MOBILE;Maritime communications;
18900-19020 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
18900-19020 kHz;C;Not allocated;Euroloop (Loop up-link);B13-02-2-1
18900-19020 kHz;C;Not allocated;Ultra Low Power Animal Implantable Devices;B14-03-1-1
19020-19680 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
19020-19680 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
19020-19680 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
19020-19680 kHz;S;FIXED;Point-to-Point;
19680-19800 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
19680-19800 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
19680-19800 kHz;S;MARITIME MOBILE;Ultra Low Power Animal Implantable Devices;B14-03-1-1
19680-19800 kHz;S;MARITIME MOBILE;Defence systems;
19800-19990 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
19800-19990 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
19800-19990 kHz;S;FIXED;Ultra Low Power Animal Implantable Devices;B14-03-1-1
19800-19990 kHz;S;FIXED;Point-to-Point;
19990-20010 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
19990-20010 kHz;S;Not allocated;Euroloop (Loop up-link);B13-02-2-1
19990-20010 kHz;S;Not allocated;Ultra Low Power Animal Implantable Devices (12500-20000 kHz);B14-03-1-1
20010-21000 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
20010-21000 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
20010-21000 kHz;S;FIXED;Point-to-Point;
21000-21450 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
21000-21450 kHz;C;AMATEUR;Euroloop (Loop up-link);B13-02-2-1
21000-21450 kHz;C;AMATEUR;Amateur;D02-11-1-1
21000-21450 kHz;C;AMATEUR;Amateur-satellite;
21000-21450 kHz;C;AMATEUR-SATELLITE;Inductive applications (5000-30000 kHz);B06-17-3-1
21000-21450 kHz;C;AMATEUR-SATELLITE;Euroloop (Loop up-link);B13-02-2-1
21000-21450 kHz;C;AMATEUR-SATELLITE;Amateur;D02-11-1-1
21000-21450 kHz;C;AMATEUR-SATELLITE;Amateur-satellite;
21450-21850 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
21450-21850 kHz;C;BROADCASTING;Euroloop (Loop up-link);B13-02-2-1
21450-21850 kHz;C;BROADCASTING;AM sound analogue;
21850-21870 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
21850-21870 kHz;S;FIXED;Euroloop (Loop up-link);B13-02-2-1
21850-21870 kHz;S;FIXED;Point-to-Point;
21870-21924 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
21870-21924 kHz;S;Not allocated;Euroloop (Loop up-link);B13-02-2-1
21924-22000 kHz;C;AERONAUTICAL MOBILE (R);Inductive applications (5000-30000 kHz);B06-17-3-1
21924-22000 kHz;C;AERONAUTICAL MOBILE (R);Euroloop (Loop up-link);B13-02-2-1
21924-22000 kHz;C;AERONAUTICAL MOBILE (R);Aeronautical communications;
22000-22180 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
22000-22180 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
22000-22180 kHz;S;MARITIME MOBILE;Maritime communications;
22180-22240 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
22180-22240 kHz;M;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
22180-22240 kHz;M;MARITIME MOBILE;Maritime military systems;
22240-22855 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
22240-22855 kHz;S;MARITIME MOBILE;Euroloop (Loop up-link);B13-02-2-1
22240-22855 kHz;S;MARITIME MOBILE;Maritime communications;
22855-23200 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
22855-23200 kHz;S;FIXED;Euroloop (7300-23000 kHz) (Loop up-link);B13-02-2-1
22855-23200 kHz;S;FIXED;Defence systems;
22855-23200 kHz;S;FIXED;Point-to-Point;
23200-23350 kHz;S;AERONAUTICAL MOBILE (OR);Inductive applications (5000-30000 kHz);B06-17-3-1
23200-23350 kHz;S;AERONAUTICAL MOBILE (OR);Defence systems;
23200-23350 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
23200-23350 kHz;S;FIXED;Defence systems;
23350-24890 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
23350-24890 kHz;S;FIXED;Defence systems;
23350-24890 kHz;S;FIXED;Point-to-Point;
24890-24990 kHz;C;AMATEUR;Inductive applications (5000-30000 kHz);B06-17-3-1
24890-24990 kHz;C;AMATEUR;Amateur;D02-12-1-1
24890-24990 kHz;C;AMATEUR;Amateur-satellite;
24890-24990 kHz;C;AMATEUR-SATELLITE;Inductive applications (5000-30000 kHz);B06-17-3-1
24890-24990 kHz;C;AMATEUR-SATELLITE;Amateur;D02-12-1-1
24890-24990 kHz;C;AMATEUR-SATELLITE;Amateur-satellite;
24990-25070 kHz;S;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
24990-25070 kHz;S;Not allocated;Defence systems;
25070-25121 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
25070-25121 kHz;S;MARITIME MOBILE;Maritime communications;
25121-25161.25 kHz;M;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
25121-25161.25 kHz;M;MARITIME MOBILE;Maritime military systems;
25161.25-25210 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
25161.25-25210 kHz;S;MARITIME MOBILE;Maritime communications;
25210-25550 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
25210-25550 kHz;S;FIXED;Defence systems;
25210-25550 kHz;S;FIXED;Point-to-Point;
25550-25670 kHz;C;Not allocated;Inductive applications (5000-30000 kHz);B06-17-3-1
25670-26100 kHz;C;BROADCASTING;Inductive applications (5000-30000 kHz);B06-17-3-1
25670-26100 kHz;C;BROADCASTING;AM sound analogue;
26100-26175 kHz;S;MARITIME MOBILE;Inductive applications (5000-30000 kHz);B06-17-3-1
26175-27500 kHz;S;FIXED;Inductive applications (5000-30000 kHz);B06-17-3-1
26175-27500 kHz;S;FIXED;Defence systems;
26175-27500 kHz;S;FIXED;Point-to-Point;
26175-27500 kHz;S;FIXED;On-site paging (26500-26960 kHz);A03-02-2-1
26175-27500 kHz;S;FIXED;Inductive applications (26957-27283 kHz);B06-23-3-1
26175-27500 kHz;S;FIXED;ISM (26957-27283 kHz);
26175-27500 kHz;S;FIXED;Non-specific Short Range Devices (26957-27283 kHz);B01-03-3-1
26175-27500 kHz;S;FIXED;AM CB (26960-26990 kHz);D01-01-1-2
26175-27500 kHz;S;FIXED;Model control (26990-27000 kHz);B05-01A-2-1
